id,date,departureTime,arrivalTime,flightNumber,from_code,from,to_code,to,availableSeats,distance,hours,minutes,price
827,2021/7/28,2302,2342,4276,SVU,Savusavu,BHJ,Bhuj,200,116,22,0,158.18
828,2021/6/15,2306,28,30,CZM,Cozumel,ATC,Arthur's Town,200,264,22,45,158.05
829,2021/8/22,2307,32,128,GUW,Atyrau,MZQ,Mkuze,200,266,22,45,65.93
830,2021/10/17,2310,24,112,WBM,Wapenamanda,NOU,Noumea,200,301,22,55,160.76
831,2021/7/8,2312,21,4312,SZK,Skukuza,ILG,Wilmington,200,199,20,0,158.12
832,2021/7/21,2323,22,4257,YYH,Spence Bay,PTX,Pitalito,200,266,22,0,109.76
833,2021/11/16,2326,131,199,KVM,Markovo,DOK,Donetsk,200,2248,21,30,178.23
834,2021/9/4,2327,32,22,AEH,Abeche,DGT,Dumaguete,200,209,22,50,156.27
835,2021/8/18,2343,314,4321,CVF,Courcheval,ICK,Nieuw Nickerie,200,1092,17,24,106.22
836,2021/10/7,2353,425,739,YML,Charlevoix,NTU,Oceana,200,1617,23,59,61.47
837,2021/11/20,2353,418,707,YCR,Cross Lake,PLW,Palu,200,1598,23,59,152.32
838,2021/8/9,2356,425,727,ZFA,Faro,CCR,Concord,200,1576,23,59,172.63
839,2021/8/4,NA,NA,4308,WMC,Winnemucca,YIO,Pond Inlet,200,416,16,30,18.56
840,2021/12/2,NA,NA,791,RUS,Marau,PIN,Parintins,200,1389,19,35,104.22
841,2021/10/15,NA,NA,1925,SMO,Santa Monica,YOJ,High Level,200,1096,15,0,164.18
842,2021/11/5,NA,NA,125,ZJG,Jenpeg,YVT,Buffalo Narrows,200,1069,6,0,80.1
843,2021/7/1,42,518,707,BJV,Bodrum,CNN,Kannur,200,1598,23,59,88.48
844,2021/7/10,126,233,22,VNO,Vilnius,GSO,Greensboro,200,209,22,50,71.5
845,2021/7/3,458,703,1030,KSS,Sikasso,GYI,Gisenyi,200,529,5,0,42.79
846,2021/7/20,512,809,1453,ETS,Enterprise,JWA,Jwaneng,200,1400,5,15,88.29
847,2021/8/29,535,831,1141,SUA,Stuart,TIJ,Tijuana,200,1089,5,40,118.67
848,2021/7/26,536,840,407,LGP,Legazpi,NVS,Nevers,200,1416,5,29,100.44
849,2021/7/27,539,959,725,RJK,Rijeka,TPE,Taipei,200,1576,5,45,27.29
850,2021/6/21,554,845,125,TWZ,Pukaki,AUH,Abu Dhabi,200,1069,6,0,167.99
851,2021/9/30,554,841,49,UBB,Mabuiag Island,SNZ,Rio De Janeiro,200,1028,6,0,16.65
852,2021/10/18,554,909,371,WIN,Winton,LOT,Lockport,200,1076,6,0,176.54
853,2021/5/24,555,931,707,KIM,Kimberley,BFE,Bielefeld,200,1389,6,0,60.93
854,2021/5/20,555,856,71,SKP,Skopje,SEH,Senggeh-Papua Island,200,1005,6,0,146.51
855,2021/11/26,555,750,731,KMI,Miyazaki,CAB,Cabinda,200,502,6,0,174.72
856,2021/12/5,556,724,5708,LHE,Lahore,VLN,Valencia,200,229,6,0,27.05
857,2021/5/23,556,837,461,DTU,Wudalianchi,NAS,Nassau,200,762,6,0,76.03
858,2021/6/24,557,832,544,VRC,Virac,SWX,Shakawe,200,585,6,5,199.76
859,2021/9/12,558,838,345,ALB,Albany,VLV,Valera,200,762,6,0,96.66
860,2021/6/24,558,916,303,RES,Resistencia,OLP,Olympic Dam,200,2586,6,0,132.37
861,2021/9/4,559,809,402,NIB,Nikolai,KMU,Kismayu,200,2227,6,1,90.62
862,2021/11/12,559,906,1077,NYT,Naypyidaw,RAQ,Raha,200,1085,6,0,67.31
863,2021/5/2,600,814,4334,SYM,Simao,TYM,Staniel Cay,200,463,6,0,165.26
864,2021/5/7,600,751,5147,FIG,Fira,YBG,Bagotville,200,1008,6,5,69.34
865,2021/12/24,600,819,4171,LSX,Lhok Sukon,SPF,Spearfish-South Dakota,200,569,6,0,139.05
866,2021/12/16,600,846,79,DLD,Geilo,AFS,Zarafshan,200,944,6,0,96.16
867,2021/10/10,600,737,3136,CLM,Port Angeles,VME,Villa Reynolds,200,725,6,0,71.22
868,2021/7/30,600,748,4401,ODB,Cordoba,CNG,Cognac,200,502,6,5,176.92
869,2021/6/2,600,747,1280,LYP,Faisalabad,VOZ,Voronezh,200,733,6,0,177.45
870,2021/10/7,602,646,1833,NYA,Nyagan,KVM,Markovo,200,96,6,0,129.09
871,2021/10/6,603,733,301,CHX,Changuinola,PAB,Bilaspur,200,733,6,0,65.19
872,2021/5/27,603,912,1676,FXO,Cuamba,VNC,Venice,200,2454,5,59,132.81
873,2021/10/25,605,851,421,SOZ,Solenzara,CUD,Caloundra,200,2565,6,0,53.52
874,2021/9/20,606,846,1743,HIB,Hibbing,GBT,Gorgan,200,760,6,10,136.92
875,2021/11/13,606,825,1919,HPG,Shennongjia,JAR,Jahrom,200,1020,6,10,74.13
876,2021/7/18,607,859,1895,ECP,Panama City,NQU,Nuquí,200,1085,6,10,164.48
877,2021/8/11,609,909,507,RAK,Marrakech,POJ,Patos de Minas,200,1065,6,0,145.83
878,2021/9/6,610,826,5310,CMK,Club Makokola,ADT,Ada,200,963,6,0,54.19
879,2021/8/29,610,854,575,SRI,Samarinda,CAX,Carlisle,200,746,6,15,63.83
880,2021/12/19,611,756,1563,TIY,Tidjikja,VNO,Vilnius,200,711,6,0,130.32
881,2021/12/10,612,901,343,YGP,Gaspe,ZAJ,Zaranj,200,1023,6,0,153.38
882,2021/8/2,612,1053,709,MLB,Melbourne,UPB,Baracoa Playa,200,1598,6,15,148.42
883,2021/8/22,616,1001,1141,SBZ,Sibiu,SJY,Seinäjoki / Ilmajoki,200,2475,6,0,127.69
884,2021/6/17,617,837,1567,TAY,Tartu,VBY,Visby,200,541,6,15,40.22
885,2021/10/26,621,912,1837,PIF,Pingtung,NEU,Sam Neua,200,1096,6,10,66.31
886,2021/7/6,622,820,4599,NOZ,Novokuznetsk,AUY,Anelghowhat,200,1020,6,30,175.3
887,2021/5/16,624,908,4650,ERG,Yerbogachen,EDW,Edwards Afb,200,762,6,0,141.56
888,2021/11/8,625,833,4576,SDG,Sanandaj,ADU,Ardabil,200,544,6,30,74.51
889,2021/7/16,625,935,473,YSD,Suffield,BBA,Balmaceda,200,1416,6,29,131.96
890,2021/7/30,625,954,516,MRY,Monterey,PWA,Oklahoma City,200,1372,6,30,66.83
891,2021/5/27,626,850,1019,DNN,Dalton,TUF,Tours,200,529,6,30,112.56
892,2021/5/13,628,935,2137,TDX,Trat,LPD,La Pedrera,200,1010,6,30,155.01
893,2021/5/2,628,730,3641,LGG,Liege,OSP,Slupsk,200,169,6,15,173.82
894,2021/7/16,629,746,4144,AXT,Akita,SJL,Sao Gabriel,200,212,6,15,144.65
895,2021/9/3,629,844,4460,BOY,Bobo-dioulasso,FNT,Flint,200,569,6,20,51.33
896,2021/12/17,629,1010,245,LKH,Long Akah,BKC,Buckland,200,2133,6,30,193.33
897,2021/5/6,630,948,135,IOS,Ilheus,UEL,Quelimane,200,1074,6,10,164.08
898,2021/10/17,630,948,1879,MXX,Mora,YVQ,Norman Wells,200,1076,6,35,29.97
899,2021/12/18,630,727,4648,DPL,Dipolog,TUU,Tabuk,200,185,6,30,185.17
900,2021/7/25,632,812,4150,HMV,Hemavan,GVR,Governador Valadares,200,416,6,35,70.59
901,2021/9/2,632,941,387,CCR,Concord,CMU,Kundiawa,200,2454,6,30,142.41
902,2021/10/1,634,806,303,BWW,Cayo Santa Maria,UGU,Sugapa-Papua Island,200,733,6,30,35.05
903,2021/10/28,636,1012,1276,JAR,Jahrom,MKQ,Merauke,200,1504,6,37,106.14
904,2021/7/2,636,1005,908,TOF,Tomsk,RVK,Rørvik,200,2133,6,31,178.35
905,2021/9/14,637,832,3829,ATQ,Amritsar,PAP,Port-au-prince,200,748,6,40,171.79
906,2021/11/25,637,1012,27,GLD,Goodland,PIN,Parintins,200,2153,6,30,18.23
907,2021/7/20,637,821,1162,LBX,Lubang,USM,Ko Samui,200,404,6,31,149.88
908,2021/6/26,640,732,1002,DAY,Dayton,OEM,Paloemeu,200,187,6,40,29.62
909,2021/11/12,640,926,1627,SEH,Senggeh-Papua Island,GOU,Garoua,200,1023,6,46,19.31
910,2021/9/2,641,926,3831,GGG,Longview,MAR,Maracaibo,200,746,6,35,11.48
911,2021/7/8,641,1013,711,QLA,Lasham,NAQ,Qaanaaq,200,1389,6,35,24.94
912,2021/9/30,641,804,102,KES,Kelsey,DMU,Dimapur,200,301,6,47,145.64
913,2021/12/3,641,930,389,ASO,Asosa,AQB,Santa Cruz des Quiche,200,950,6,45,110.73
914,2021/5/29,642,854,1433,LAF,Lafayette,EAT,Wenatchee,200,544,6,30,134.23
915,2021/10/18,647,849,320,OCA,Ocean Reef Club Airport,SRZ,Santa Cruz,200,1620,6,45,46.53
916,2021/8/25,647,738,785,UIN,Quincy,PKV,Pskov,200,200,6,46,98.5
917,2021/7/4,647,903,926,LNK,Lincoln,YKO,Hakkari,200,529,6,45,161.66
918,2021/6/25,649,951,1415,MWL,Mineral Wells,OLP,Olympic Dam,200,1990,6,55,61.48
919,2021/10/13,649,934,392,GWE,Gwert,DUD,Dunedin,200,937,6,51,76.32
920,2021/8/24,654,946,1865,SAH,Sanaa,BVA,Beauvais,200,2586,7,0,180.56
921,2021/5/15,654,1003,1701,UKA,Ukunda,KMJ,Kumamoto,200,1065,6,51,168.89
922,2021/11/4,655,955,1815,BYC,Yacuiba,YLL,Lloydminster,200,944,6,59,25.14
923,2021/7/2,655,929,203,YLT,Alert,KVR,Kavalerovo,200,2248,6,55,44.45
924,2021/10/24,655,1031,763,TGP,Bor,KKX,Kikai,200,2475,7,0,71.11
925,2021/9/18,655,1005,1383,YGV,Havre-Saint-Pierre,GKE,Geilenkirchen,200,1035,7,0,71.74
926,2021/11/26,655,1015,2003,MXJ,Minna,CDS,Childress,200,1096,7,0,115.74
927,2021/10/18,656,1013,981,FEL,Fuerstenfeldbruck,GOH,Godthaab,200,1069,7,0,92.25
928,2021/10/22,656,1014,4534,PSH,Sankt Peter-Ording,MUC,Munich,200,1147,7,5,94.43
929,2021/10/10,657,806,2163,WTZ,Whitianga,WPC,Pincher Creek,200,214,7,0,122.9
930,2021/8/26,659,959,399,NYR,Nyurba,SVQ,Sevilla,200,2475,7,0,51.48
931,2021/10/12,700,917,4471,VCA,Can Tho,STB,Santa Barbara,200,529,6,30,171.29
932,2021/10/4,700,851,305,CKL,Shchyolkovo,BRD,Brainerd,200,733,7,0,35.49
933,2021/5/29,700,1017,2279,FUN,Funafuti,BDM,Bandirma,200,1096,7,0,21.44
934,2021/12/28,701,1001,1445,QSR,Salerno,GLK,Galcaio,200,1183,7,5,187.95
935,2021/5/22,702,1054,756,SYQ,San Jose,ZIA,Ramenskoe,200,997,7,0,94.53
936,2021/7/28,704,947,117,BDT,Gbadolite,GIU,Sigiriya,200,1182,6,55,35.31
937,2021/11/22,704,908,831,LPG,La Plata,NPA,Pensacola,200,502,7,5,119.71
938,2021/11/16,704,1142,1152,PQC,Phuquoc,VLD,Valdosta,200,1608,7,0,89.7
939,2021/9/18,705,1209,413,ISK,Nasik Road,RNS,Rennes,200,1598,6,30,25.98
940,2021/6/13,705,827,3737,OOL,Coolangatta,GTF,Great Falls,200,719,7,10,141.82
941,2021/6/23,707,1022,443,PBJ,Paama Island,LNN,Willoughby,200,1089,7,15,124.97
942,2021/12/10,709,1006,671,SRG,Semarang,USR,Ust-Nera,200,2475,7,0,64.98
943,2021/9/10,712,945,1547,MVA,Myvatn,MYC,Maracay,200,762,7,0,196.07
944,2021/6/11,712,844,1223,TKH,Nakhon Sawan,OAR,Fort Ord,200,733,7,0,151.64
945,2021/10/2,714,1026,825,TNX,Stung Treng,SQZ,Scampton,200,1069,7,15,35.88
946,2021/5/16,715,1013,987,KWZ,Kolwezi,FDY,Findley,200,944,7,21,80.65
947,2021/8/24,715,1047,223,EUA,Eua Island,XCZ,Charleville,200,2586,7,15,192.44
948,2021/10/7,719,1027,1526,NMA,Namangan,UMS,Ust-Maya,200,1068,7,20,61.08
949,2021/7/27,720,905,3768,JAE,Jaén,GXG,Negage,200,719,6,0,65.01
950,2021/12/23,722,949,11,ERC,Erzincan,GWE,Gwert,200,2402,7,25,170.49
951,2021/6/16,723,846,393,DPL,Dipolog,SPB,Charlotte Amalie,200,719,7,13,146.21
952,2021/8/6,724,1039,11,YHD,Dryden,TAT,Poprad,200,2586,7,30,112.32
953,2021/7/11,727,1024,277,SAB,Saba,GYA,Guayaramerín,200,2434,6,45,170.82
954,2021/8/29,728,1001,311,JIW,Jiwani,GXY,Greeley,200,1605,7,30,12.09
955,2021/8/8,729,846,850,AJU,Aracaju,ARB,Ann Arbor,200,738,7,20,140.49
956,2021/11/22,729,1047,1601,AJI,Agri,BYH,Blytheville,200,1080,7,29,86.61
957,2021/12/16,729,1011,495,BYP,Barimunya,DIL,Dili,200,2422,7,30,180.25
958,2021/7/19,730,1206,715,TRS,Ronchi De Legionari,GOI,Goa,200,1598,7,15,163.32
959,2021/7/14,732,1105,33,ROT,Rotorua,LNN,Willoughby,200,2475,7,30,170.68
960,2021/12/25,732,914,44,CEF,Chicopee Falls,NIP,Jacksonville,200,209,7,36,102.53
961,2021/12/9,732,1047,1509,AOC,Altenburg,TLM,Tlemcen,200,1416,7,32,178.75
962,2021/9/2,733,902,20,BUA,Buka Island,SXR,Srinagar,200,264,7,35,186.54
963,2021/8/6,733,1043,643,ORH,Worcester,HMB,Sohag,200,2586,7,37,61.39
964,2021/5/22,734,1045,20,SJJ,Sarajevo,YQG,Windsor,200,1411,7,0,104.58
965,2021/8/18,734,844,1199,APT,Jasper,SRH,Sarh,200,200,7,32,78.16
966,2021/11/5,737,1042,983,TYR,Tyler,VDA,Ovda,200,1010,7,45,117.13
967,2021/9/24,738,926,309,OXF,Oxford,STP,St. Paul,200,733,7,45,176.57
968,2021/9/26,739,1116,59,KWE,Guiyang,DBA,Dalbandin,200,2586,7,45,67.43
969,2021/9/4,739,1033,1296,HAS,Hail,ABA,Abakan,200,937,7,35,175.15
970,2021/8/5,740,1025,1581,ZVK,Savannakhet,HGN,Mae Hong Son,200,1620,7,40,132.64
971,2021/8/8,741,932,4348,QFO,Duxford,SYR,Syracuse,200,445,7,43,177.97
972,2021/5/23,741,1005,328,TJA,Tarija,MLW,Monrovia,200,1620,7,40,73.73
973,2021/12/3,743,858,3373,EDF,Anchorage,FPO,Freeport,200,94,7,45,26.01
974,2021/7/2,744,1017,807,SLJ,Solomon,OTR,Coto 47,200,746,7,30,26.71
975,2021/8/21,745,1112,715,GPB,Guarapuava,UDD,Palm Springs,200,1389,7,30,84.93
976,2021/11/9,745,1118,1668,KFE,Cloudbreak,TOC,Toccoa,200,2565,7,46,100.76
977,2021/7/20,747,1051,341,OZH,Zaporozhye,SJL,Sao Gabriel,200,1041,7,49,164.76
978,2021/10/9,750,1048,1724,JTR,Thira,DNV,Danville,200,1023,7,25,56.56
979,2021/6/6,751,942,3643,SKB,Basse Terre,VNA,Saravane,200,340,8,0,87.87
980,2021/12/19,752,956,4166,CLV,Caldas Novas,BXP,Biała Podlaska,200,594,8,0,33.89
981,2021/8/26,752,912,4233,YOP,Rainbow Lake,VUP,Valledupar,200,266,8,0,137.02
982,2021/11/20,752,1055,251,XYA,Yandina,ALC,Alicante,200,1400,7,45,41.14
983,2021/12/10,754,900,4241,VLN,Valencia,MII,Marília,200,199,6,35,94.4
984,2021/5/4,754,1055,2263,KTN,Ketchikan,TEA,Tela,200,950,7,55,189.63
985,2021/5/18,755,1100,517,PAQ,Palmer,UKS,Sevastopol,200,937,8,0,16.82
986,2021/12/7,755,1048,3,WNP,Naga,BEM,Beni Mellal,200,1069,8,0,101.24
987,2021/9/12,755,1037,2047,YLR,Leaf Rapids,MLB,Melbourne,200,762,7,59,124.25
988,2021/11/10,757,1058,1843,JWA,Jwaneng,HSN,Zhoushan,200,1089,8,0,193.06
989,2021/11/16,757,1018,1733,TEI,Tezu,DMN,Deming,200,544,7,59,124.89
990,2021/5/24,758,1052,2267,THU,Thule,IFL,Innisfail,200,1096,7,55,93.42
991,2021/6/26,759,901,1172,HMI,Hami,LAY,Ladysmith,200,200,8,5,86.38
992,2021/10/1,800,1102,1959,KKR,Kaukura Atoll,KAR,Kamarang,200,944,8,10,19.85
993,2021/7/13,801,1136,2083,MXL,Mexicali,TKT,Tak,200,1372,7,30,11.87
994,2021/6/3,801,951,4406,LXA,Lhasa,YCN,Cochrane,200,427,8,10,158.67
995,2021/5/3,804,1039,423,LPY,Le Puy,WAA,Wales,200,2434,8,5,152.72
996,2021/6/23,806,1300,655,AUR,Aurillac,BDQ,Baroda,200,1623,8,10,50.8
997,2021/6/27,807,1133,1271,JCT,Junction,LTD,Ghadames,200,1069,8,10,35.63
998,2021/10/28,808,1049,269,SYX,Sanya,PMK,Palm Island,200,760,8,10,91.3
999,2021/6/25,808,1020,675,QUY,Wyton,BAT,Barretos,200,529,8,15,100.75
1000,2021/7/8,809,950,1051,XTO,Taroom,CBG,Cambridge,200,340,8,10,160.06
1001,2021/8/29,810,1008,2119,MZV,Mulu,LPA,Gran Canaria,200,1020,8,0,186.37
1002,2021/5/1,811,1100,914,CKT,Sarakhs,DSK,Dera Ismael Khan,200,1620,8,15,31.47
1003,2021/7/8,811,1126,1167,PIK,Prestwick,VLM,Villa Montes,200,1005,8,15,47.7
1004,2021/10/11,811,944,4655,CRM,Catarman,XNA,Bentonville,200,764,8,20,109.2
1005,2021/10/13,815,1109,2395,HSL,Huslia,SEH,Senggeh-Papua Island,200,1035,8,15,153.04
1006,2021/8/24,815,1008,4490,CCR,Concord,API,Apiay,200,479,8,15,97.54
1007,2021/10/5,815,933,4418,AKX,Aktyubinsk,MDL,Mandalay,200,213,8,25,184.62
1008,2021/9/19,817,1107,4235,SAT,San Antonio,MIU,Maiduguri,200,645,6,30,60.68
1009,2021/6/24,817,1015,3521,SUX,Sioux City,GMQ,Golog,200,740,8,20,151.42
1010,2021/5/16,817,931,1838,PUF,Pau,WWR,Woodward,200,187,8,10,37.52
1011,2021/8/14,818,1044,219,LBI,Albi,NHK,Patuxent River,200,541,8,5,153.17
1012,2021/12/27,818,1130,181,DGL,Douglas,BEQ,Honington,200,2446,8,20,180.49
1013,2021/11/28,819,1127,1429,SPG,St. Petersburg,PKB,PARKERSBURG,200,2248,8,0,154.14
1014,2021/8/21,820,1117,611,PNT,Puerto Natales,EDI,Edinburgh,200,828,8,27,56.38
1015,2021/11/10,820,1259,717,CEI,Chiang Rai,DLE,Dole,200,1598,8,20,116.04
1016,2021/8/27,822,1206,1218,UIK,Ust Ilimsk,YKS,Yakutsk,200,1372,8,23,195.12
1017,2021/6/29,822,1142,1067,LCH,Lake Charles,SHM,Nanki-shirahama,200,2454,8,23,33.71
1018,2021/8/25,825,1053,346,DIY,Diyabakir,SBA,Santa Barbara,200,762,8,10,154.88
1019,2021/5/19,825,952,313,JOT,Joliet,LUF,Phoenix,200,733,8,30,61.49
1020,2021/6/20,825,1141,1335,BSJ,Bairnsdale,KKC,Khon Kaen,200,1080,8,30,21.21
1021,2021/12/28,826,1012,1855,BIM,Alice Town,TCP,Taba,200,888,8,30,163.89
1022,2021/6/14,826,1034,452,LUD,Luderitz,GNS,Gunung Sitoli,200,1008,8,29,122.98
1023,2021/5/10,827,1103,4160,BOY,Bobo-dioulasso,KRC,Kerinci Regency,200,1134,7,51,129.36
1024,2021/8/6,827,1120,835,RTM,Rotterdam,ECP,Panama City,200,1620,8,35,14.32
1025,2021/5/30,827,1315,301,BDS,Brindisi,IXS,Silchar,200,1598,8,20,29.99
1026,2021/12/6,827,1059,4610,FAO,Faro,MWF,Maewo Island,200,762,8,35,167.19
1027,2021/7/17,828,947,3845,AMD,Ahmedabad,YVG,Vermillion,200,284,8,30,186.48
1028,2021/6/28,828,952,3383,CWC,Chernovtsk,CNX,Chiang Mai,200,213,8,35,52.18
1029,2021/5/19,828,1021,905,PBJ,Paama Island,TVI,Thomasville,200,740,8,30,22.82
1030,2021/6/30,829,938,4138,CZU,Corozal,YAB,Arctic Bay,200,246,8,31,130.55
1031,2021/9/25,829,1151,717,PIO,Pisco,LMQ,Marsa Brega,200,1389,8,35,29.79
1032,2021/12/17,829,1154,572,REZ,Resende,CNR,Chañaral,200,2475,8,30,108.84
1033,2021/12/17,833,1018,651,PHA,Phan Rang,HKY,Hickory,200,719,5,58,58.51
1034,2021/5/29,834,1039,4691,UCT,Ukhta,WSD,White Sands,200,533,8,23,198.02
1035,2021/11/6,834,1226,2392,GCJ,Johannesburg,CRG,Jacksonville,200,2133,8,0,142.63
1036,2021/9/21,836,1059,4420,LIO,Limon,YYL,Lynn Lake,200,1008,7,51,184.38
1037,2021/9/25,836,1114,4220,MKC,Kansas City,SEU,Seronera,200,427,8,40,57.02
1038,2021/9/13,837,1403,1357,EQS,Esquel,TRO,Taree,200,1598,8,45,110.13
1039,2021/10/17,837,1027,4521,DYG,Dayong,DNZ,Denizli,200,431,8,40,41.51
1040,2021/6/20,839,1205,397,ZGF,Grand Forks,FMO,Munster,200,2586,8,0,89.11
1041,2021/7/11,841,955,4610,HUS,Hughes,MUN,Maturin,200,195,8,44,67.1
1042,2021/7/9,841,1134,3754,AMN,Kamloops,XSB,Sir Bani Yas Island,200,301,8,45,193.84
1043,2021/9/6,841,1017,4558,VTE,Vientiane,CEK,Chelyabinsk,200,419,8,50,50.81
1044,2021/7/25,843,1103,3323,RSW,Fort Myers,CMG,Corumba,200,509,8,45,67.34
1045,2021/7/25,844,1157,59,CVQ,Carnarvon,FOS,Forrest,200,1005,8,45,173.37
1046,2021/9/10,844,1114,1643,VSG,Lugansk,BJW,Bajawa,200,1605,8,43,99.02
1047,2021/5/25,845,1102,4255,YRG,Rigolet,BVC,Boa Vista,200,628,8,42,80.81
1048,2021/12/19,845,1052,3538,SUK,Batagay-Alyta,RAT,Raduzhnyi,200,1029,8,10,167.96
1049,2021/9/23,845,1154,553,EDR,Pormpuraaw,FBE,Francisco Beltrao,200,1068,8,45,89.45
1050,2021/12/26,846,1157,1506,NKC,Nouakschott,BFN,Bloemfontein,200,2425,8,44,111.17
1051,2021/5/1,850,1112,4537,BLA,Barcelona,VGT,Las Vegas,200,946,8,4,163.36
1052,2021/7/12,854,1146,1670,YDQ,Dawson Creek,UUA,Bugulma,200,2402,8,51,33.37
1053,2021/11/30,855,1225,1,UOL,Buol,SLJ,Solomon,200,2475,9,0,24.91
1054,2021/9/9,855,1022,4974,SJJ,Sarajevo,MHT,Manchester NH,200,711,8,35,92.16
1055,2021/6/10,856,1050,869,SDT,Saidu Sharif,PBN,Porto Amboim,200,488,8,59,61.92
1056,2021/10/5,857,1130,120,GOR,Gore,NAK,Nakhon Ratchasima,200,2475,9,0,14.03
1057,2021/8/8,857,1041,4478,RUD,Emam Shahr,KUA,Kuantan,200,502,9,0,112.5
1058,2021/9/26,858,1230,647,BGZ,Braga,MFG,Muzaffarabad,200,1089,9,0,102.75
1059,2021/12/11,858,1128,485,KTN,Ketchikan,CXR,Nha Trang,200,746,9,0,11.37
1060,2021/12/10,858,1135,1747,TAB,Scarborough,LJN,Angleton,200,762,8,59,167.46
1061,2021/12/29,858,1204,2143,YMS,Yurimaguas,BUI,Bokondini-Papua Island,200,1096,9,0,151.85
1062,2021/12/20,858,1246,974,OCF,Ocala,PYH,Puerto Ayacucho,200,2565,8,23,166.09
1063,2021/8/19,859,1035,4409,WUU,Wau,BWU,Sydney,200,277,8,45,124.45
1064,2021/7/21,859,1205,222,KYU,Koyukuk,CUH,Cushing,200,2454,8,57,146.1
1065,2021/9/15,859,1054,448,ONX,Colón,MUN,Maturin,200,404,9,0,32.09
1066,2021/5/7,859,1204,667,SUJ,Satu Mare,SNO,Sakon Nakhon,200,1416,9,0,67.88
1067,2021/7/28,900,1203,1885,SZF,Samsun,DHF,Abu Dhabi,200,950,9,0,169.75
1068,2021/6/20,900,1146,1741,NOD,Norden,VOD,Vodochody,200,1874,8,59,122.44
1069,2021/8/2,901,1016,235,JAV,Ilulissat,TEE,Tebessa,200,719,9,3,13.85
1070,2021/7/13,903,1218,407,EDF,Anchorage,CYO,Cayo Largo del Sur,200,2475,9,0,21.65
1071,2021/11/22,904,1026,56,ALN,Alton/St Louis,MMJ,Matsumoto,200,266,9,10,70.49
1072,2021/9/3,905,1313,4140,VUS,Veliky Ustyug,UAM,Andersen,200,1131,8,22,118.94
1073,2021/11/4,907,1231,17,BWE,Braunschweig,MFN,Milford Sound,200,1069,9,4,65.34
1074,2021/6/16,909,1525,51,BQG,Bogorodskoe,YSF,Stony Rapids,200,4983,9,0,122.41
1075,2021/9/3,910,1114,1429,MVL,Morrisville,WGE,Walgett,200,544,8,58,129.11
1076,2021/8/17,912,1114,181,UKG,Ust-Kuyga,TSJ,Tsushima,200,502,9,5,69.66
1077,2021/11/6,913,1041,1305,GOM,Goma,WRE,Whangarei,200,228,9,5,63.08
1078,2021/5/9,913,1252,493,BBT,Berberati,ARI,Arica,200,1400,9,8,72.11
1079,2021/12/8,914,1133,4582,DOD,Dodoma,AID,ANDERSON,200,544,9,20,76.38
1080,2021/10/27,915,1353,1519,ROK,Rockhampton,EDM,La Roche-sur-yon,200,1634,8,46,154.52
1081,2021/11/13,916,1029,1004,PKY,Palangkaraya,CEM,Central,200,187,9,19,98.85
1082,2021/8/14,919,1135,4690,VCR,Carora,CZA,Chichen Itza,200,605,8,30,36.16
1083,2021/6/25,919,1240,721,CXJ,Caxias Do Sul,UTW,Queenstown,200,1389,9,20,164.05
1084,2021/12/7,919,1248,1589,RHD,Rio Hondo,TNA,Jinan,200,1372,9,20,195.82
1085,2021/10/11,923,1051,4104,AVO,Avon Park,BHM,Birmingham,200,319,6,24,71.83
1086,2021/6/11,923,1431,215,BBX,Philadelphia,NPA,Pensacola,200,1608,9,29,178.68
1087,2021/11/12,925,1124,1103,RLG,Laage,CEB,Cebu,200,427,9,20,151.94
1088,2021/9/11,925,1233,375,CEE,Cherepovets,IOR,Inis Mor,200,1076,9,30,190.3
1089,2021/10/8,926,1209,251,JSU,Maniitsoq,EWR,Newark,200,2248,9,30,106.21
1090,2021/11/20,928,1212,4388,RUS,Marau,NSK,Norilsk,200,820,8,13,114.18
1091,2021/8/17,928,1331,1061,CGI,Cape Girardeau,PJM,Puerto Jimenez,200,1521,9,5,68.07
1092,2021/7/8,928,1233,1148,PPT,Papeete,YGP,Gaspe,200,997,9,0,83.73
1093,2021/8/12,928,1203,487,SJK,Sao Jose Dos Campos,TBH,Romblon,200,541,8,25,54.38
1094,2021/12/5,929,1255,1903,KAN,Kano,FTK,Fort Knox,200,1047,9,35,18.3
1095,2021/10/15,929,1223,1597,OKU,Mokuti Lodge,AIZ,Kaiser Lake Ozark,200,1726,9,28,119.07
1096,2021/12/16,929,1252,1018,DSI,Destin,SMD,Fort Wayne IN,200,1023,9,29,33.36
1097,2021/11/11,932,1157,1484,BEZ,Beru Island,WJR,Wajir,200,1605,9,25,47.64
1098,2021/6/13,933,1235,1109,ACX,Xingyi,SNF,San Felipe,200,1010,9,24,64.33
1099,2021/12/17,933,1305,279,YKF,Waterloo,LCE,La Ceiba,200,1065,9,29,95.54
1100,2021/10/5,934,1104,4,XYA,Yandina,KYI,Yalata,200,301,9,37,174.45
1101,2021/12/1,938,1110,1807,ATZ,Asyut,AGF,Agen,200,738,9,40,87.82
1102,2021/9/30,940,1055,4600,ULG,Olgii,AWK,Wake island,200,284,8,44,86.4
1103,2021/10/18,940,1242,57,VNT,Ventspils,KKS,Kashan,200,1028,9,22,91.96
1104,2021/7/12,941,1257,361,LDY,Londonderry,LHK,Guanghua,200,1035,9,40,150.61
